nm_arq_in,id,titulo,data,dataAtualizacao,salario,faixaSalarial,faixaSalarialId,salarioACombinar,jobQuantity,empId,companySize,tipoEmp,localPreenchimento,descricao,perfilId,ppdPerfilId,hrenova,horario,infoAdicional,regimeContrato,benef,entradaEmp,empContratou,grupoMidia,habilidades,ppdInfo,ppdFiltro,anunciante,contratante,vagas,url_vaga,nr_reg,dh_insercao_raw,dh_arq_in,dataRemovido
catho_2021-09-15_page_3001_a_3500.parquet,19190496,Auxiliar Financeiro,2021-08-25T23:59:59Z,2021-08-25T17:15:29Z,1500,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,515402,M,R,1,"<li> Atuará exercendo a função de Auxiliar Financeiro Pleno, realizando atividades bem como; sendo responsável pelas baixas no sistema, sendo necessário analisar qualquer distorção nas baixas;
Conciliação de recebimento;
Análise crítica das propostas dos acordos com as empresas de cobrança;
Gerar relatórios de acompanhamentos para diretoria e também para contabilidade;
Gestão e controle de cheques devolvidos e cartão de crédito;
Manutenção, inclusão e exclusão de CPF em serviços de proteção ao Crédito;
Extratos bancários, arquivos de retorno bancário e atendimento diversos.</li><li> Médio Completo, ou Cursando Superior em Administração e/ ou Financeiro.
INFORMÁTICA: PACOTE OFFICE AVANÇADO (tabela dinâmica ? Proc V ) 
Conhecimentos e vivência com setor financeiro, bem como; Conciliação de recebimento;
Análise crítica das propostas dos acordos com as empresas de cobrança;
Gerar relatórios de acompanhamentos para diretoria e também para contabilidade;
Gestão e controle de cheques devolvidos e cartão de crédito;
Manutenção, inclusão e exclusão de CPF em serviços de proteção ao Crédito;
Extratos bancários, arquivos de retorno bancário e atendimento diversos</li>",1,0,false,De segunda á quinta dás 08:00 ás 17:00 e Sexta dás 08:00 ás 17:00,"Médio Completo, ou Cursando Superior em Administração e/ ou Financeiro.
INFORMÁTICA: PACOTE OFFICE AVANÇADO (tabela dinâmica ? Proc V ) 
Conhecimentos e vivência com setor financeiro, bem como; Conciliação de recebimento;
Análise crítica das propostas dos acordos com as empresas de cobrança;
Gerar relatórios de acompanhamentos para diretoria e também para contabilidade;
Gestão e controle de cheques devolvidos e cartão de crédito;
Manutenção, inclusão e exclusão de CPF em serviços de proteção ao Crédito;
Extratos bancários, arquivos de retorno bancário e atendimento diversos",Temporário,['Vale Transporte'],2008-01-15T23:59:59Z,11,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'NOVA RH', 'confidencial': False}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 492, 'cidade': 'Mogi das Cruzes', 'total': 1}]",https://www.catho.com.br/vagas/auxiliar-financeiro/19190496/?origem_apply=busca-de-vagas&entrada_apply=direto,4237,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_2501_a_3000.parquet,19190549,Analista de Negócios PL - RJ,2021-08-27T23:59:59Z,2021-08-27T11:18:40Z,0,"De R$ 4.001,00 a R$ 5.000,00",0,true,1,1285051,G,C,0,"<li> Somos uma empresa ambiciosa que vai melhorar a qualidade de vida das pessoas que vivem em grandes centros urbanos.Estamos crescendo absurdamente, combinando a agilidade, autonomia e alto impacto de uma startup com potencial global.O que esperamos de você:Muito mais do que uma lista de ?o que esperamos de você? ou ?principais atividades ou requisitos?, ?diferenciais?, queremos pessoas mais inteligentes que a gente, e que nos digam o que e como vão fazer para tornar nossos processos ainda melhores.Aqui, todas as pessoas são muito bem vindas e respeitadas. Para nós, a pluralidade de pessoas e opiniões tem voz e poder de transformação; nosso ambiente de trabalho se inspira e se cria nas diferentes origens, crenças, experiências, raças, gêneros, deficiências, orientações sexuais e gerações.Se você é uma pessoa que possui uma visão forte de Negócios e dados, muita habilidade em simplificar problemas complexos, além de ser movida por desafios, apaixonada por mobilidade, e tem vontade de trabalhar na área de Negócios temos uma vaga perfeita para você!Estamos buscando um Analista de Negócios. Você será o elo entre o time de Negócios e Dados, e vai liderar o desenvolvimento de temas e projetos. Também vai contribuir no desenvolvimento e acompanhamento de metas e projeções da área de negócios.Para isso, buscamos uma pessoa que tenha um elevado grau de planejamento e execução, e que consiga cruzar conhecimento de dados com conhecimento de negócios. Ou seja, seu desafio será aplicar processos e metodologias de dados para criar soluções orientadas a mercado. </li><li> Comportamentais:Autonomia e Proatividade:&nbsp;ser capaz de executar os projetos end-to-end, com ou sem auxílio de equipe. Ser automotivado, conseguir criar com recursos limitados, e ter a mentalidade de assumir riscos;Empatia com Usuário:&nbsp;conseguir pensar a partir da perspectiva de um usuário e criar soluções e análises que abordem os pontos de dor do usuário;Mentalidade colaborativa:&nbsp;você terá que trabalhar com vários stakeholders e executando ações para diversos mercados.Técnicos:Graduação em Administração, Estatística, etc.;Forte perfil analítico e capacidade de resolução de problemas;Experiência com:&nbsp;Metabase, Power BI;Excel avançado.</li>",1,0,false,null,"Por que você deve vir pra cá:Trabalhamos todos os dias para inspirar e tornar fácil que milhares de pessoas mudem a própria rotina e a cidade em que vivem. Temos propósito, acreditamos em sustentabilidade, em senso de coletivo, em rotinas mais saudáveis e que nossos espaços urbanos podem ser melhores para todo mundo.&nbsp;Estamos crescendo muito e queremos que todo nosso time possa crescer junto. Temos uma cultura que valoriza autonomia, pluralidade e solução rápida de problemas. Buscamos quem acredita que se pode ir mais longe trabalhando junto.",CLT (Efetivo),[],2021-02-03T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'TEMBICI.', 'confidencial': True}","{'nome': 'TEMBICI.', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 19, 'estado': 'Rio de Janeiro', 'uf': 'RJ', 'cidadeId': 7978, 'cidade': 'Rio de Janeiro', 'total': 1}]",https://www.catho.com.br/vagas/analista-de-negocios-pl---rj/19190549/?origem_apply=busca-de-vagas&entrada_apply=direto,7309,2021-09-15T15:43:58.000+0000,2021-09-15T10:02:41.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19190615,Estágio em Logística,2021-08-25T23:59:59Z,2021-08-25T15:43:58Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,361550,P,R,1,"<li> Auxiliar em todo o planejamento, organização e execução do armazenamento de materiais e equipamentos desde o ponto de origem até o destino; responsável por cobranças e retornos com fornecedores, obras, escritório e demais setores.</li><li> Ensino Técnico ou Superior.</li>",3,0,false,null,"De segunda à sexta, das 09:00 às 12:00 e das 13:00 às 16:00.",null,[],2008-02-28T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'INTEGRAR/RS', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 21, 'estado': 'Rio Grande do Sul', 'uf': 'RS', 'cidadeId': 8791, 'cidade': 'Porto Alegre', 'total': 1}]",https://www.catho.com.br/vagas/estagio-em-logistica/19190615/?origem_apply=busca-de-vagas&entrada_apply=direto,5351,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19190845,Fisioterapeuta Dermato Funcional,2021-08-25T23:59:59Z,2021-08-25T16:03:29Z,0,"De R$ 3.001,00 a R$ 4.000,00",5,false,1,1151610,P,C,1,"<li> Aplicação de laser para depillação</li><li> Formação em Fisioterapia, preferência com especialização em dermo funcional</li>",1,0,false,"De segunda a sexta feira, das 12h às 18h.",null,null,['Vale Transporte'],2017-12-20T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MAIS LASER ALPHAVILLE', 'confidencial': False}","{'nome': 'CENTRO DE ESTÉTICA ALPHAVILLE EIRELI', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 97, 'cidade': 'Barueri', 'total': 1}]",https://www.catho.com.br/vagas/fisioterapeuta-dermato-funcional/19190845/?origem_apply=busca-de-vagas&entrada_apply=direto,3498,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_1_a_500.parquet,19190868,Gerente de Loja,2021-09-13T23:59:59Z,2021-09-14T09:18:50Z,2800,"De R$ 2.001,00 a R$ 3.000,00",4,false,1,1141551,P,C,1,"<li> Sobre a vaga: O candidato ideal é um profissional organizado, com visão de dono e orientação para resultados e metas. O principal objetivo é engajamento de vendas e acelerar os resultados da empresa. A empresa atua com produtos para melhorar a saúde visual, com variedade de armações e as melhores lentes do mercado. Responsabilidades:. Desenvolvimento de Campanhas Comerciais. Treinamentos e Desenvolvimento da da equipe. Planejamento de Metas e Indicadores Comerciais. Responsável por toda operação da loja como:  Abertura/Fechamento; Inventário; Vitrine; Compras. Atuação com batimento de metas comerciais; Qualificações: Experiência em gestão e engajamento de equipes de prospecção/venda. Excel Avançado. Vivência com sistema POS/Retaguarda Linx será diferencial. </li><li> Estratégias comerciais, Gestão de clientes, Gestão de Equipes, Indicadores comerciais, Prospecção ativa.</li><li> Graduação - Comercial/ Comércio - Completo.</li><li> Microsoft Excel - Avançado.</li>",1,0,false,"Comercial seg-sex, sábado até meio-dia.",null,CLT (Efetivo),[],2017-04-12T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'ALTA PERFORMANCE MF', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 24, 'estado': 'Santa Catarina', 'uf': 'SC', 'cidadeId': 9317, 'cidade': 'Brusque', 'total': 1}]",https://www.catho.com.br/vagas/gerente-de-loja/19190868/?origem_apply=busca-de-vagas&entrada_apply=direto,5768,2021-09-15T15:43:58.000+0000,2021-09-15T09:11:53.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19191009,Meio Oficial de Ferramentaria,2021-08-25T23:59:59Z,2021-08-25T17:22:40Z,0,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,1083193,P,C,1,"<li> EXPERIENCIA NOS MAQUINARIOS: TORNO, FRESA, SERRA, SOLDA E CONHECIMENTO NOS DESENHOS INDUSTRIAIS P/FAZER FURAÇÕES EM PEÇAS E ETC.</li><li> HABILIDADE EM FRESA, SERRA, SOLDA EM FURAÇÕES E ETC.</li>",9,0,false,null,null,null,[],null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'CMMAQ', 'confidencial': False}","{'nome': 'Cristina Helena e Silva Máquinas. ME', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 314, 'cidade': 'Guarulhos', 'total': 1}]",https://www.catho.com.br/vagas/meio-oficial-de-ferramentaria/19191009/?origem_apply=busca-de-vagas&entrada_apply=direto,4696,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_2501_a_3000.parquet,19191191,Customer Service Representative,2021-08-27T23:59:59Z,2021-08-27T09:46:10Z,0,"De R$ 2.001,00 a R$ 3.000,00",0,true,2,1071290,M,C,0,"<li> The Customer Service Representative is the single point of contact for Motorola Solutions. We support end-users, direct customers and our channel partners. We entitle technical support requests, to make sure the right services are attached before dispatching a case to Technical Support. For other types of requests we find solutions by working with teams across Motorola Solutions, we are part of the Centralized Managed Services Operations (CMSO). We own support requests until resolution. Success in this role will be defined by a strong customer-oriented mentality and the curiosity to learn about a diverse set of technologies.

Responsibilities

* Handle inbound calls, chats, web inquiries and emails from our customers involving Motorola Solutions? products and solutions, providing excellent customer service.

* Search for qualified KB articles and provide related solutions

* Own non-technical requests and drive through to resolution.

* Work with the repair center on resolving issues around repair time, quality issues or shipping.

* Act as focal point and liaise with customers, partners, engineers and support managers

* Ensure all requests are tracked and maintained accurately in a case management system

* Have a good level of understanding of the whole Motorola Solutions? product portfolio and solutions.

* Act as customer facing ambassador for Motorola Solutions. Conduct yourself and communicate in a professional manner in order to help and facilitate customer requests as seamlessly and efficiently as possible

* Adhere to metrics driven performance and processes defined by the customer service group</li><li> * Excellent/fluency Portuguese & English language skills

* Exceptional verbal/written communication, including listening, negotiating and influencing, and time management skills

* Calm and assured manner with the ability to work well under pressure either as an individual or as part of a team

* Self-motivated and focused with a passion for technology and customer satisfaction

* Must be able to quickly learn and understand new ideas and concepts

* Attention to detail

Preference will be given to candidates with the following skills and experience

* Experience working in a customer service or technical support position

* Degree, High School Diploma, or certificates in a related discipline (IP Networks, Push-To-Talk, Video Management)

* Prior industry experience</li>",1,0,false,das 9h a 18h,null,CLT (Efetivo),"['Assistência Médica / Medicina em grupo', 'Assistência Odontológica', 'Celular fornecido pela empresa', 'Convênio com Farmácia', 'Participação nos lucros', 'Previdência Privada', 'Seguro Saúde', 'Tíquete Alimentação']",null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MOTOROLA SOLUTIONS', 'confidencial': False}","{'nome': 'MOTOROLA SOLUTIONS', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 2}]",https://www.catho.com.br/vagas/customer-service-representative/19191191/?origem_apply=busca-de-vagas&entrada_apply=direto,5839,2021-09-15T15:43:58.000+0000,2021-09-15T10:02:41.000+0000,null
catho_2021-09-15_page_3001_a_3500.parquet,19191549,Supervisor de Vendas,2021-08-25T23:59:59Z,2021-08-25T17:05:43Z,5000,"De R$ 4.001,00 a R$ 5.000,00",6,false,10,1322029,P,C,1,"<li> Prospecção de clientes, levantamento das necessidades dos clientes. Apresentação de soluções, pós vendas, alimentação sistema de vendas. Treinar, desenvolver e acompanhar equipe de vendas e criar roteirização de rotas.</li><li> Experiência com vendas. 
Experiência com adquirência.
Habilidade com tecnologia.</li>",1,0,false,"Segunda á sexta, horário comercial.",null,CLT (Efetivo),"['Assistência Médica / Medicina em grupo', 'Combustível', 'Tíquete Alimentação', 'Tíquete Refeição', 'Vale Transporte']",null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'FIX PAY', 'confidencial': False}","{'nome': 'Fix Tecnologia E Desenvolvimento De Softwares Ltda', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 18, 'estado': 'Piauí', 'uf': 'PI', 'cidadeId': 7671, 'cidade': 'Teresina', 'total': 10}]",https://www.catho.com.br/vagas/supervisor-de-vendas/19191549/?origem_apply=busca-de-vagas&entrada_apply=direto,3337,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19191616,Servente De Obras - Para Ajudantes De Pedreiro,2021-08-25T23:59:59Z,2021-08-25T17:10:02Z,0,"De R$ 2.001,00 a R$ 3.000,00",4,false,4,1307217,P,C,1,<li> Ajudantes de pedreiros para trabalhar em uma obra há 50 km de Formosa GO.</li><li> Ensino Fundamental (1º grau)</li>,9,0,false,Período Integral.,"Salário: R$ 1.500,00 a R$ 1.800,00.

Local possui alojamento e alimentação por conta da empresa.

Benefícios: Ajuda de custo.",null,"['Carro fornecido pela empresa', 'Restaurante na empresa', 'Tíquete Alimentação', 'Tíquete Refeição']",null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'GRIEBELER CONSTRUTORA', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 9, 'estado': 'Goiás', 'uf': 'GO', 'cidadeId': 3278, 'cidade': 'Vila Boa', 'total': 4}]",https://www.catho.com.br/vagas/servente-de-obras---para-ajudantes-de-pedreiro/19191616/?origem_apply=busca-de-vagas&entrada_apply=direto,3744,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19191968,Comprador Júnior,2021-08-26T23:59:59Z,2021-08-26T12:03:46Z,0,"De R$ 4.001,00 a R$ 5.000,00",0,true,1,490632,G,R,1,"<li> Elaborar processos de compras, contemplando as normas e procedimentos da empresa desde a carta- convite, negociação com fornecedores e formalização do processo de compras. Foco da atividade de compras de materiais spots e emergenciais de baixa complexidade para as unidades de Pitinga, Pirapora e Alphaville. Follow up dos pedidos junto aos fornecedores, garantindo as condições acordadas. Apoio aos demais compradores em processos operacionais e Não Conformidades de recebimento e Notas Fiscais. Atuar na consolidação da demanda de materiais para as plantas e corporativo, bem como conduzir análise prévia e priorizar as demandas sob sua responsabilidade, garantindo a excelência na tomada de decisões. Gerenciar as compras sob sua responsabilidade visando estabelecer um processo de comunicação claro e preciso e total integração entre as áreas da cadeia produtiva. Acompanhar os KPI\'s da área e realizar análise crítica dos indicadores, elaborando planos de ação de forma a garantir a execução do mesmo. Cumprir o atendimento aos SLA?s estabelecidos. Manter a proximidade junto aos clientes internos, com foco em atendimento e transparência do processo. Ser gerador de relações dentro e fora da sua área, compartilhando melhores práticas e atuando como consultor para seus clientes.</li><li> Formação Superior completa nas áreas de Engenharia, Economia, Comércio Exterior, Administração ou áreas afins. Experiência na área de compras. Conhecimentos avançados em Excel; Conhecimento no pacote Office avançado; Conhecimento no sistema SAP; Desejável Inglês ou espanhol intermediário.</li>",1,0,false,"De segunda a sexta, comercial.",null,null,"['Assistência Médica / Medicina em grupo', 'Seguro de Vida em Grupo', 'Tíquete Alimentação', 'Tíquete Refeição']",2008-03-24T23:59:59Z,4,"[10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'GIGROUP', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 1}]",https://www.catho.com.br/vagas/comprador-junior/19191968/?origem_apply=busca-de-vagas&entrada_apply=direto,1246,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
